排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
869,5955-ERIHD,21.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,18,94.7,1687.95,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥95/月)；在网时间(18个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
870,4060-LDNLU,21.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,96.2,639.7,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥96/月)；在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
871,2725-KXXWT,20.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,90.75,90.75,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥91/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
872,2796-NNUFI,20.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,46,19.95,927.1,Two year,No,Mailed check,Female,无网络服务，增值业务少；邮寄支票支付，便捷性差
873,6923-EFPNL,20.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,51.75,201.1,Month-to-month,DSL,Credit card (automatic),Male,在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失
874,3724-BSCVH,20.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,10,20.45,242.4,One year,No,Mailed check,Male,在网时间较短(10个月)，客户黏性不足；年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差
875,5186-SAMNZ,20.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,69.5,69.5,Month-to-month,Fiber optic,Bank transfer (automatic),Male,月租费用中等偏高(¥70/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
876,7105-MXJLL,20.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,26,60.7,1597.4,One year,DSL,Mailed check,Female,月租费用中等偏高(¥61/月)；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
877,3003-CMDUU,20.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,95.15,2395.7,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥95/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
878,9133-AYJZG,20.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,98.7,2249.1,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥99/月)；在网时间(23个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
879,0257-ZESQC,20.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,27,75.2,1929.35,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用中等偏高(¥75/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
880,2761-OCIAX,20.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,74.7,165.4,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥75/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
881,0841-NULXI,20.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,35.55,35.55,Month-to-month,DSL,Electronic check,Male,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
882,3866-MDTUB,20.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,70.75,146.9,Month-to-month,DSL,Electronic check,Female,月租费用中等偏高(¥71/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
883,8329-IBCTI,20.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,19.65,19.65,Month-to-month,No,Mailed check,Female,在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；无网络服务，增值业务少；邮寄支票支付，便捷性差
884,3948-KXDUF,20.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,68.75,4447.55,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥69/月)
885,9948-YPTDG,20.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,38,79.45,3013.05,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥79/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
886,7325-ENZFI,20.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,39,40.3,1630.4,One year,DSL,Bank transfer (automatic),Female,年付合同即将到期，需重点关注
887,2194-IIQOF,20.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,71,89.3,6388.65,Two year,DSL,Credit card (automatic),Female,月租费用偏高(¥89/月)
888,1304-BCCFO,20.0%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,9,70.05,564.4,Month-to-month,DSL,Mailed check,Male,月租费用中等偏高(¥70/月)；在网时间较短(9个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
889,9602-WCXPI,19.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,50,20.15,989.05,One year,No,Credit card (automatic),Male,年付合同即将到期，需重点关注；无网络服务，增值业务少
890,3617-XLSGQ,19.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,109.25,7082.5,Two year,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥109/月)；光纤用户对网络质量要求高
891,9894-QMIMJ,19.9%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,23,55.8,1327.85,One year,DSL,Bank transfer (automatic),Female,在网时间(23个月)，仍处于流失高风险期；年付合同即将到期，需重点关注
892,0048-PIHNL,19.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,49,20.45,900.9,One year,No,Bank transfer (automatic),Female,年付合同即将到期，需重点关注；无网络服务，增值业务少
893,2662-NNTDK,19.8%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,24.8,1600.95,One year,No,Credit card (automatic),Male,年付合同即将到期，需重点关注；无网络服务，增值业务少
894,2810-FTLEM,19.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,16,50.15,762.25,Month-to-month,DSL,Electronic check,Female,在网时间(16个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
895,7251-LJBQN,19.7%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,40,103.75,4188.4,One year,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥104/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
896,7133-VBDCG,19.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,25,79.85,2015.35,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用中等偏高(¥80/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
897,6867-ACCZI,19.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,24,52.5,1208.15,Two year,DSL,Mailed check,Female,邮寄支票支付，便捷性差
898,9565-AXSMR,19.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,19.2,1054.75,Two year,No,Mailed check,Male,无网络服务，增值业务少；邮寄支票支付，便捷性差
899,3104-OWCGK,19.6%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,60,90.95,5453.4,One year,Fiber optic,Electronic check,Male,月租费用偏高(¥91/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
900,5161-UBZXI,19.5%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,106.35,7261.75,Two year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥106/月)；光纤用户对网络质量要求高
901,4640-UHDOS,19.4%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,13,55.95,734.35,Month-to-month,DSL,Electronic check,Female,在网时间(13个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
902,6615-NGGZJ,19.3%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,100.55,1415.55,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥101/月)；在网时间(14个月)，仍处于流失高风险期；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
903,2379-ENZGV,19.2%,[低风险],"① 保持常规运营通知与关怀
② 定期满意度调研，收集反馈",2026-04-20 15:15:38,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,6,84.85,523.5,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥85/月)；在网时间较短(6个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
