排名,客户ID,流失概率,风险等级,建议挽留措施,报告生成时间,主要风险因素,在网时长(月),月消费(元),累计消费(元),合同类型,网络服务,支付方式,性别,流失原因分析
301,4939-KYYPY,68.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,27,59.45,1611.65,Month-to-month,DSL,Electronic check,Male,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
302,0229-LFJAF,68.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,72,69.65,4908.25,Two year,DSL,Bank transfer (automatic),Male,月租费用中等偏高(¥70/月)
303,4741-WWJQZ,68.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,80.15,194.55,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥80/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
304,0967-BMLBD,68.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,11,20.0,196.35,One year,No,Mailed check,Female,在网时间较短(11个月)，客户黏性不足；年付合同即将到期，需重点关注；无网络服务，增值业务少；邮寄支票支付，便捷性差
305,6481-LXPWL,68.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,56,36.1,1971.5,One year,DSL,Credit card (automatic),Male,年付合同即将到期，需重点关注
306,2683-JXWQQ,68.0%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,33.6,2117.2,Month-to-month,DSL,Bank transfer (automatic),Male,月付合同，转换成本低，易流失
307,2869-ADAWR,67.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,45,89.3,4016.85,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥89/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
308,5405-ZMYXQ,67.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,74.6,548.9,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用中等偏高(¥75/月)；在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
309,3794-NFNCH,67.8%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,30,50.0,1474.9,Month-to-month,DSL,Mailed check,Male,月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
310,3068-OMWZA,67.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,88.8,88.8,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥89/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
311,2535-PBCGC,67.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,70,64.55,4504.9,Two year,DSL,Bank transfer (automatic),Female,月租费用中等偏高(¥65/月)
312,3932-CMDTD,67.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,105.65,443.9,One year,Fiber optic,Electronic check,Female,月租费用偏高(¥106/月)；在网时间较短(4个月)，客户黏性不足；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
313,9300-AGZNL,67.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,94.0,94.0,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥94/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
314,9522-BNTHX,67.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,34,56.25,1765.95,Month-to-month,DSL,Electronic check,Female,月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
315,5115-SQAAU,67.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,69,25.6,1673.4,Two year,No,Bank transfer (automatic),Female,无网络服务，增值业务少
316,5136-GFPMB,67.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,89.4,4869.5,Month-to-month,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥89/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
317,8631-NBHFZ,67.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,66,79.4,5154.6,Two year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥79/月)
318,6067-NGCEU,67.2%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,65,111.05,7107.0,Month-to-month,Fiber optic,Credit card (automatic),Female,月租费用偏高(¥111/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
319,1265-HVPZB,67.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,59,66.4,3958.2,One year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥66/月)；年付合同即将到期，需重点关注
320,2379-GYFLQ,66.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,46,94.9,4422.95,One year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥95/月)；年付合同即将到期，需重点关注；光纤用户对网络质量要求高
321,7598-UAASY,66.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,2,76.4,151.8,Month-to-month,Fiber optic,Electronic check,Male,月租费用中等偏高(¥76/月)；在网时间较短(2个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
322,2546-KZAAT,66.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,75.4,3865.45,One year,DSL,Mailed check,Male,月租费用中等偏高(¥75/月)；年付合同即将到期，需重点关注；邮寄支票支付，便捷性差
323,7427-AUFPY,66.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,54,19.65,1008.7,Two year,No,Credit card (automatic),Male,无网络服务，增值业务少
324,3873-NFTGI,66.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,14,55.5,767.55,Month-to-month,DSL,Credit card (automatic),Male,在网时间(14个月)，仍处于流失高风险期；月付合同，转换成本低，易流失
325,0723-DRCLG,66.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,74.45,74.45,Month-to-month,Fiber optic,Electronic check,Female,月租费用中等偏高(¥74/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
326,6892-EZDTG,66.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,4,91.65,365.4,Month-to-month,Fiber optic,Electronic check,Female,月租费用偏高(¥92/月)；在网时间较短(4个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
327,4778-IZARL,66.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,63,110.1,6705.7,Two year,Fiber optic,Credit card (automatic),Male,月租费用偏高(¥110/月)；光纤用户对网络质量要求高
328,3629-WEAAM,66.5%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,8,64.1,504.05,Month-to-month,DSL,Mailed check,Female,月租费用中等偏高(¥64/月)；在网时间较短(8个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
329,8535-SFUTN,66.1%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,61,106.45,6300.15,Month-to-month,Fiber optic,Electronic check,Male,月租费用偏高(¥106/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高；电子支票支付，账单拖欠风险较高
330,2207-OBZNX,65.9%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,51.0,354.05,Month-to-month,DSL,Mailed check,Male,在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；邮寄支票支付，便捷性差
331,5975-BAICR,65.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,36,63.7,2188.5,One year,DSL,Credit card (automatic),Male,月租费用中等偏高(¥64/月)；年付合同即将到期，需重点关注
332,3276-HDUEG,65.7%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,1,75.05,75.05,Month-to-month,Fiber optic,Mailed check,Female,月租费用中等偏高(¥75/月)；在网时间较短(1个月)，客户黏性不足；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
333,7009-PCARS,65.6%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,55,19.1,1001.5,One year,No,Bank transfer (automatic),Male,年付合同即将到期，需重点关注；无网络服务，增值业务少
334,7803-XOCCZ,65.4%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,52,84.05,4326.8,Month-to-month,Fiber optic,Bank transfer (automatic),Female,月租费用偏高(¥84/月)；月付合同，转换成本低，易流失；光纤用户对网络质量要求高
335,7905-NJMXS,65.3%,[高风险],"① 立即分配专属客服进行一对一回访
② 提供个性化优惠套餐（折扣率 20%-30%）",2026-04-20 14:03:01,合同类型 | 在网时长(月) | 累计消费金额 | 在线安全服务 | 月消费金额,7,64.2,475.0,Month-to-month,DSL,Electronic check,Male,月租费用中等偏高(¥64/月)；在网时间较短(7个月)，客户黏性不足；月付合同，转换成本低，易流失；电子支票支付，账单拖欠风险较高
